2	29055000	29060000	-0.0327056	chr18
2	29060000	29065000	-0.043239	chr18
2	29065000	29070000	-0.0179905	chr18
2	29070000	29075000	-0.067956	chr18
2	29075000	29080000	-0.0904131	chr18
2	29080000	29085000	-0.0981284	chr18
2	29085000	29090000	-0.0694194	chr18
2	29090000	29095000	-0.0203526	chr18
2	29095000	29100000	-0.0675906	chr18
2	29100000	29105000	-0.0130174	chr18
2	29105000	29110000	0.436569	chr18
2	29110000	29115000	0.00722993	chr18
2	29115000	29120000	0.0105326	chr18
2	29120000	29125000	-0.0157955	chr18
2	29125000	29130000	-0.00299464	chr18
2	29130000	29135000	0.00376546	chr18
2	29135000	29140000	-0.0291476	chr18
2	29140000	29145000	0.377707	chr18
2	29145000	29150000	0.181976	chr18
2	29150000	29155000	-0.107261	chr18
2	29155000	29160000	-0.0337939	chr18
2	29160000	29165000	-0.0915317	chr18
2	29165000	29170000	-0.0570011	chr18
2	29170000	29175000	-0.0494043	chr18
2	29175000	29180000	-0.0514343	chr18
2	29180000	29185000	-0.0541397	chr18
2	29185000	29190000	-0.0880872	chr18
2	29190000	29195000	0.0207459	chr18
2	29195000	29200000	0.0105329	chr18
2	29200000	29205000	-0.0369585	chr18
2	29205000	29210000	-0.0366305	chr18
2	29210000	29215000	-0.00303438	chr18
2	29215000	29220000	-0.0954281	chr18
2	29220000	29225000	-0.039819	chr18
2	29225000	29230000	-0.0224581	chr18
2	29230000	29235000	-0.000548049	chr18
2	29235000	29240000	0.0358243	chr18
2	29240000	29245000	0.0709064	chr18
2	29245000	29250000	-0.036407	chr18
2	29250000	29255000	-0.0653868	chr18
2	29255000	29260000	-0.0694194	chr18
2	29260000	29265000	-0.0884737	chr18
2	29265000	29270000	-0.00405671	chr18
2	29270000	29275000	0.00376546	chr18
2	29275000	29280000	0.0316763	chr18
2	29280000	29285000	-0.0308982	chr18
2	29285000	29290000	-0.0590361	chr18
2	29290000	29295000	-0.0139582	chr18
2	29295000	29300000	-0.086568	chr18
2	29300000	29305000	-0.0439579	chr18
2	29305000	29310000	-0.0253683	chr18
2	29310000	29315000	0.0232931	chr18
2	29315000	29320000	0.0439052	chr18
2	29320000	29325000	0.677557	chr18
2	29325000	29330000	0.000487005	chr18
2	29330000	29335000	-0.0719309	chr18
2	29335000	29340000	0.0138662	chr18
2	29340000	29345000	-0.0200873	chr18
2	29345000	29350000	-0.0965496	chr18
2	29350000	29355000	-0.0555916	chr18
2	29355000	29360000	0.0421938	chr18
2	29360000	29365000	0.39591	chr18
2	29365000	29370000	-0.0850617	chr18
2	29370000	29375000	-0.100144	chr18
2	29375000	29380000	-0.125815	chr18
2	29380000	29385000	-0.0734282	chr18
2	29385000	29390000	-0.0746362	chr18
2	29390000	29395000	-0.0460084	chr18
2	29395000	29400000	-0.0596403	chr18
2	29400000	29405000	-0.0446663	chr18
2	29405000	29410000	-0.0972003	chr18
2	29410000	29415000	-0.0404873	chr18
2	29415000	29420000	0.0347068	chr18
2	29420000	29425000	-0.0541939	chr18
2	29425000	29430000	-0.0650662	chr18
2	29430000	29435000	-0.0507516	chr18
2	29435000	29440000	-0.0191248	chr18
2	29440000	29445000	-0.0281359	chr18
2	29445000	29450000	0.0357	chr18
2	29450000	29455000	0.272322	chr18
2	29455000	29460000	0.0139056	chr18
2	29460000	29465000	-0.0668777	chr18
2	29465000	29470000	-0.0597476	chr18
2	29470000	29475000	-0.00644636	chr18
2	29475000	29480000	0.0139056	chr18
2	29480000	29485000	-0.0460307	chr18
2	29485000	29490000	-0.0548303	chr18
2	29490000	29495000	-0.0240984	chr18
2	29495000	29500000	-0.0699496	chr18
2	29500000	29505000	-0.0578005	chr18
2	29505000	29510000	-0.0521551	chr18
2	29510000	29515000	-0.0636398	chr18
2	29515000	29520000	-0.0981284	chr18
2	29520000	29525000	-0.0594317	chr18
2	29525000	29530000	-0.067956	chr18
2	29530000	29535000	-0.0356285	chr18
2	29535000	29540000	-0.00185055	chr18
2	29540000	29545000	-0.0274943	chr18
2	29545000	29550000	-0.0253683	chr18
2	29550000	29555000	-0.0666781	chr18
2	29555000	29560000	-0.033514	chr18
2	29560000	29565000	-0.045247	chr18
2	29565000	29570000	-0.036407	chr18
2	29570000	29575000	-0.035095	chr18
2	29575000	29580000	-0.0888483	chr18
2	29580000	29585000	-0.0431895	chr18
2	29585000	29590000	-0.0185685	chr18
2	29590000	29595000	-0.0734024	chr18
2	29595000	29600000	-0.0610586	chr18
2	29600000	29605000	-0.0173303	chr18
2	29605000	29610000	-0.0773365	chr18
2	29610000	29615000	-0.0723846	chr18
2	29615000	29620000	-0.00787374	chr18
2	29620000	29625000	-0.0322003	chr18
2	29625000	29630000	-0.043139	chr18
2	29630000	29635000	-0.0377302	chr18
2	29635000	29640000	-0.0487269	chr18
