2	29055000	29060000	-0.0296096	chr18
2	29060000	29065000	-0.0559609	chr18
2	29065000	29070000	-0.0745572	chr18
2	29070000	29075000	-0.0594867	chr18
2	29075000	29080000	-0.0514591	chr18
2	29080000	29085000	-0.0799731	chr18
2	29085000	29090000	-0.0579672	chr18
2	29090000	29095000	-0.0704715	chr18
2	29095000	29100000	-0.0668052	chr18
2	29100000	29105000	-0.0498837	chr18
2	29105000	29110000	-0.0640453	chr18
2	29110000	29115000	-0.015922	chr18
2	29115000	29120000	-0.0227661	chr18
2	29120000	29125000	0.0438645	chr18
2	29125000	29130000	0.0101031	chr18
2	29130000	29135000	-0.0147249	chr18
2	29135000	29140000	-0.0190381	chr18
2	29140000	29145000	-0.0530039	chr18
2	29145000	29150000	-0.0314418	chr18
2	29150000	29155000	-0.0165649	chr18
2	29155000	29160000	-0.0519776	chr18
2	29160000	29165000	-0.00785154	chr18
2	29165000	29170000	-0.0727203	chr18
2	29170000	29175000	0.0101334	chr18
2	29175000	29180000	-0.0309084	chr18
2	29180000	29185000	0.00443911	chr18
2	29185000	29190000	0.00939024	chr18
2	29190000	29195000	0.0224485	chr18
2	29195000	29200000	0.0307398	chr18
2	29200000	29205000	-0.064417	chr18
2	29205000	29210000	0.0600574	chr18
2	29210000	29215000	-0.0424975	chr18
2	29215000	29220000	-0.0336717	chr18
2	29220000	29225000	-0.014385	chr18
2	29225000	29230000	-0.0752227	chr18
2	29230000	29235000	0.0377208	chr18
2	29235000	29240000	0.0115581	chr18
2	29240000	29245000	-0.0706997	chr18
2	29245000	29250000	-0.0462461	chr18
2	29250000	29255000	-0.0353005	chr18
2	29255000	29260000	0.0313071	chr18
2	29260000	29265000	-0.0272448	chr18
2	29265000	29270000	0.000554271	chr18
2	29270000	29275000	-0.0806086	chr18
2	29275000	29280000	-0.0609119	chr18
2	29280000	29285000	-0.0114996	chr18
2	29285000	29290000	-0.0297458	chr18
2	29290000	29295000	-0.0419138	chr18
2	29295000	29300000	-0.038876	chr18
2	29300000	29305000	-0.0506753	chr18
2	29305000	29310000	-0.00852761	chr18
2	29310000	29315000	-0.0402771	chr18
2	29315000	29320000	-0.0574638	chr18
2	29320000	29325000	-0.0679793	chr18
2	29325000	29330000	-0.0792043	chr18
2	29330000	29335000	-0.0146497	chr18
2	29335000	29340000	-0.0318483	chr18
2	29340000	29345000	-0.0221641	chr18
2	29345000	29350000	-0.0171926	chr18
2	29350000	29355000	-0.0836955	chr18
2	29355000	29360000	-0.0659557	chr18
2	29360000	29365000	-0.0500001	chr18
2	29365000	29370000	-0.0494766	chr18
2	29370000	29375000	0.0433775	chr18
2	29375000	29380000	0.0398504	chr18
2	29380000	29385000	0.0211138	chr18
2	29385000	29390000	-0.0228394	chr18
2	29390000	29395000	0.0115581	chr18
2	29395000	29400000	-0.0127925	chr18
2	29400000	29405000	0.0374658	chr18
2	29405000	29410000	-0.0501131	chr18
2	29410000	29415000	0.0365321	chr18
2	29415000	29420000	-0.0564794	chr18
2	29420000	29425000	-0.0267719	chr18
2	29425000	29430000	0.0265026	chr18
2	29430000	29435000	-0.0369767	chr18
2	29435000	29440000	-0.0177866	chr18
2	29440000	29445000	-0.0335913	chr18
2	29445000	29450000	0.0456704	chr18
2	29450000	29455000	-0.0559609	chr18
2	29455000	29460000	0.0431961	chr18
2	29460000	29465000	0.0362266	chr18
2	29465000	29470000	-0.0104244	chr18
2	29470000	29475000	0.0188432	chr18
2	29475000	29480000	0.00486721	chr18
